Section,Region,District,Chiefdom,Location,Facility,Type,InCharge,Contact,Year,Month,AllOut,Suspected,Tested,Confirmed,Treated,Presumed,ThresholdAllOut,ThresholdSuspected,ThresholdTested,ThresholdConfirmed,ThresholdTreated,ThresholdPresumed,LowerBoundAllOut,UpperBoundAllOut,LowerBoundSuspected,UpperBoundSuspected,LowerBoundTested,UpperBoundTested,LowerBoundConfirmed,UpperBoundConfirmed,LowerBoundTreated,UpperBoundTreated
Surveillance,,,,,Foidu CHP,,,,2025,July,382,125,125,70,70,0,568.0,192.0,192.0,109.0,113.5,50,72.0,568.0,56.0,192.0,56.0,192.0,37.0,109.0,29.5,113.5
Surveillance,,,,,Foidu CHP,,,,2025,August,434,122,122,66,0,0,568.0,192.0,192.0,109.0,113.5,50,72.0,568.0,56.0,192.0,56.0,192.0,37.0,109.0,29.5,113.5
Surveillance,,,,,Foidu CHP,,,,2025,September,425,104,104,61,61,0,568.0,192.0,192.0,109.0,113.5,50,72.0,568.0,56.0,192.0,56.0,192.0,37.0,109.0,29.5,113.5
Surveillance,,,,,Foidu CHP,,,,2025,October,338,141,141,71,71,0,568.0,192.0,192.0,109.0,113.5,50,72.0,568.0,56.0,192.0,56.0,192.0,37.0,109.0,29.5,113.5
Surveillance,,,,,Foidu CHP,,,,2025,November,189,94,94,48,48,0,568.0,192.0,192.0,109.0,113.5,50,72.0,568.0,56.0,192.0,56.0,192.0,37.0,109.0,29.5,113.5
Surveillance,,,,,Foidu CHP,,,,2025,December,138,111,111,51,51,0,568.0,192.0,192.0,109.0,113.5,50,72.0,568.0,56.0,192.0,56.0,192.0,37.0,109.0,29.5,113.5
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,January,140,141,141,97,97,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,February,159,123,123,71,71,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,March,139,105,105,48,48,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,April,181,161,161,73,73,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,May,177,159,159,89,89,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,June,135,120,120,56,10,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,July,121,101,101,57,38,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,August,154,138,138,89,83,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,September,144,122,122,87,82,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,October,105,98,98,57,57,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,November,147,113,113,73,73,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Bayama (Kissi Teng) CHP,,,,2025,December,131,105,105,59,59,0,195.0,195.0,195.0,137.0,122.0,50,99.0,195.0,51.0,195.0,51.0,195.0,9.0,137.0,18.0,122.0
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,January,137,137,137,76,76,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,February,109,109,109,54,54,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,March,113,113,113,40,40,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,April,103,103,103,40,40,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,May,162,162,162,74,74,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,June,217,197,197,95,95,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,July,128,128,128,70,70,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,August,109,108,108,47,47,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,September,111,116,111,56,56,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,October,145,145,145,67,67,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,November,192,153,153,55,55,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Kangama (Kissi Teng) CHP,,,,2025,December,152,125,125,39,41,0,238.5,213.0,216.0,114.5,114.5,50,34.5,238.5,53.0,213.0,48.0,216.0,6.5,114.5,6.5,114.5
Surveillance,,,,,Koindu CHC,,,,2025,January,485,298,298,93,93,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,February,430,235,235,101,100,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,March,477,267,267,93,92,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,April,479,283,283,134,134,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,May,642,398,398,211,211,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,June,604,378,378,246,246,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,July,444,204,204,124,75,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,August,496,237,237,134,132,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,September,502,279,279,146,114,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,October,472,343,343,204,203,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,November,441,229,229,105,104,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Koindu CHC,,,,2025,December,468,271,166,117,117,0,553.0,502.0,505.0,352.5,357.5,50,417.0,553.0,78.0,502.0,73.0,505.0,0,352.5,0,357.5
Surveillance,,,,,Buedu CHC,,,,2025,January,263,628,620,495,503,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,February,732,549,549,484,484,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,March,686,713,713,578,578,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,April,1090,523,523,416,416,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,May,880,739,739,548,548,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,June,934,685,685,500,500,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,July,845,515,515,432,512,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,August,832,449,405,300,300,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,September,450,404,404,340,340,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,October,766,359,359,265,265,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,November,520,417,422,363,368,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Buedu CHC,,,,2025,December,501,429,387,337,337,0,1420.0,1069.0,1105.0,740.0,770.0,50,0,1420.0,45.0,1069.0,0,1105.0,100.0,740.0,82.0,770.0
Surveillance,,,,,Dawa CHP,,,,2025,January,173,173,179,86,80,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,February,153,153,153,69,69,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,March,236,236,245,70,71,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,April,255,255,255,95,95,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,May,193,193,191,91,91,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,June,163,163,163,66,66,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,July,256,256,256,88,91,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,August,234,234,234,91,81,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,September,224,224,222,75,75,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,October,180,180,180,74,74,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,November,196,196,142,107,107,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Dawa CHP,,,,2025,December,210,210,210,134,134,0,320.0,320.0,344.0,126.5,126.5,50,96.0,320.0,96.0,320.0,80.0,344.0,42.5,126.5,42.5,126.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,January,179,153,153,89,92,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,February,167,140,140,62,62,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,March,248,174,173,116,117,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,April,338,278,278,182,182,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,May,230,190,190,106,106,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,June,290,252,252,154,154,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,July,356,324,324,195,195,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,August,297,245,245,144,144,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,September,1,247,232,128,25,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,October,254,201,197,95,95,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,November,322,224,224,87,87,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Gbandiwulo CHP,,,,2025,December,288,240,240,107,84,0,460.0,345.0,345.0,242.5,254.5,50,92.0,460.0,97.0,345.0,97.0,345.0,6.5,242.5,0,254.5
Surveillance,,,,,Madopolahun CHP,,,,2025,January,398,211,211,77,77,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,February,122,168,169,44,28,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,March,840,211,211,85,85,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,April,547,234,234,96,96,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,May,600,175,175,72,72,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,June,600,224,224,78,78,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,July,368,194,194,69,69,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,August,748,235,236,101,101,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,September,419,165,165,72,72,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,October,370,192,192,77,77,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,November,489,0,0,0,45,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Madopolahun CHP,,,,2025,December,60,189,189,69,69,0,945.0,297.5,297.5,109.0,109.0,50,25.0,945.0,101.5,297.5,101.5,297.5,45.0,109.0,45.0,109.0
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,January,64,64,64,50,40,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,February,84,84,84,51,51,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,March,0,70,0,0,0,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,April,58,62,62,34,34,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,May,52,51,52,18,18,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,June,151,76,76,47,0,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,July,58,58,58,33,31,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,August,71,70,70,35,35,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,September,58,58,58,28,28,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,October,70,80,70,30,30,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,November,114,114,114,34,34,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Sandia (Kissi Tongi) MCHP,,,,2025,December,55,33,32,18,18,0,123.0,113.0,103.0,75.5,45.5,50,19.0,123.0,25.0,113.0,31.0,103.0,0,75.5,17.5,45.5
Surveillance,,,,,Voahun CHP,,,,2025,January,85,85,85,22,22,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,February,163,148,127,106,90,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,March,191,181,181,115,93,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,April,236,172,172,97,97,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,May,317,217,217,142,142,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,June,331,234,234,161,161,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,July,306,229,195,121,150,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,August,467,278,275,196,196,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,September,509,264,263,182,179,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,October,296,223,223,166,166,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,November,235,207,207,124,124,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Voahun CHP,,,,2025,December,301,221,221,147,128,0,475.0,313.5,313.5,242.5,269.5,50,91.0,475.0,101.5,313.5,101.5,313.5,38.5,242.5,0,269.5
Surveillance,,,,,Weh CHP,,,,2025,January,97,152,152,66,28,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,February,86,136,135,58,27,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,March,87,135,135,57,57,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,April,172,139,139,55,55,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,May,65,138,138,46,59,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,June,77,153,153,47,47,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,July,59,148,148,60,60,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,August,71,140,140,51,51,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,September,77,161,161,58,57,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,October,68,141,141,70,70,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,November,83,162,162,59,59,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Weh CHP,,,,2025,December,82,135,135,36,36,0,111.0,175.5,175.5,73.5,77.0,50,47.0,111.0,115.5,175.5,115.5,175.5,37.5,73.5,29.0,77.0
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,January,93,93,93,40,55,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,February,106,106,106,42,42,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,March,129,129,129,67,67,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,April,97,97,97,39,39,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,May,141,141,141,64,64,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,June,123,123,123,66,66,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,July,121,121,121,67,67,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
Surveillance,,,,,Bandajuma Sinneh MCHP,,,,2025,August,111,114,114,70,70,0,158.5,158.5,158.5,112.0,92.5,50,74.5,158.5,74.5,158.5,74.5,158.5,0,112.0,32.5,92.5
